,Stock 1,Stock 2,Stock 3,Stock 4,Strange Stock 5
27,50.11363735170902,50.05845671200302,50.13464848460415,49.977163766342024,50.01589285205509
28,50.10311631385532,50.0494013618449,50.13596997886655,49.972350839625015,50.01675789459564
29,50.09201737757331,50.03571249985835,50.128785304085724,49.95114072583377,50.01078099646421
30,50.102949598606145,50.04050150120087,50.14668042523836,49.95858187175704,50.002051438371694
31,50.10147007288463,50.037203807428476,50.14442460819784,49.95486083423939,49.99533436697539
32,50.09736340834357,50.03425460330254,50.138424953014415,49.95217624885861,49.96795744600811
33,50.09062747517397,50.02130447502855,50.14880030350006,49.94913226737014,49.98197863623351
34,50.098503067654015,50.030073589324424,50.157518365606826,49.95511719910875,49.98209595945569
35,50.10370850886459,50.02949208189149,50.16603454985453,49.94758982741289,49.98295645281724
36,50.1087896106257,50.036211026955684,50.16274069331004,49.94149053892217,49.9853288839771
37,50.1063195979563,50.0312223309707,50.16953755242149,49.94262237023082,49.98373373814529
38,50.09270584014617,50.026928093751394,50.15480925117191,49.94777173909299,49.99211684912057
39,50.08267882464378,50.02867241530783,50.15158631731008,49.96922282391052,49.98927984073862
40,50.095146458431984,50.02633099133881,50.155461435896825,49.95528797433496,50.00182559886779
41,50.11238341240498,50.03500682124501,50.166566685536296,49.95188078095704,49.981892886298205
42,50.11065053886945,50.03022289876957,50.15040261873709,49.94193898816031,49.97481615957462
43,50.10674698728103,50.02425601545504,50.15206802743382,49.933815892423745,49.97175674435295
44,50.1145001518231,50.03702683386162,50.150587116310156,49.94936559396523,49.9770194171774
45,50.132803078453314,50.048410789613456,50.17678438029052,49.9589470764622,49.982587506405025
46,50.14164207163744,50.04995569604083,50.16911075955488,49.94750353449732,49.980184919824666
47,50.14749788852183,50.053706378913134,50.170038079948924,49.94530326189574,49.98591367318115
48,50.137977411058216,50.048368259054605,50.1688321201065,49.94021660898744,49.978946104059595
49,50.12336610890222,50.043577763998734,50.149276143510185,49.95008977678118,49.973261367712794
50,50.11304116319459,50.040139977189334,50.12928656273283,49.954580933977105,49.990452697348964
51,50.09761379117105,50.0247994974687,50.129002073689634,49.94220073674162,49.99300566606503
52,50.08321180807901,50.01281897637494,50.12564935048682,49.93676292932665,49.994190662075894
53,50.07641544616123,50.00596136562211,50.12262691630985,49.938076160132454,50.008754205740836
54,50.07032491866789,50.00836459288,50.10419383653469,49.94773894376897,50.0132453407936
55,50.06387043204338,50.00686077119686,50.091193720726665,49.943940096300736,50.01004696889787
56,50.07639703698653,50.02098979886956,50.09728715012628,49.959613221154434,49.99099626662326
57,50.07337469609011,50.02033387186117,50.0905907204287,49.96839680790429,49.99109873443125
58,50.07613928826344,50.02411478751955,50.09369940694981,49.97158143684253,49.9743614860895
59,50.0658328154946,50.01087236291406,50.095324360004966,49.95706587125694,49.95858389259543
60,50.05549274210341,50.00846662626485,50.09769801154143,49.956155909996625,49.94937984118782
61,50.04082190542836,50.00398918596607,50.078573729747816,49.952555942422514,49.959226770015704
62,50.047041590862484,50.00449545376525,50.08433933639557,49.94910016061335,49.971931311685395
63,50.04636736495041,50.00703173184709,50.09868042345555,49.95334847011672,49.97585517309763
64,50.053046268967464,50.01423833722642,50.11165743614897,49.95960928855823,49.98024146334788
65,50.04102718598869,50.007485344024815,50.099205670653134,49.95930596807658,49.97380003746388
66,50.05404631391542,50.0191805080535,50.097787707327434,49.96095820858157,49.980171794667775
67,50.0612673768989,50.035275943657915,50.09281634661786,49.97705331736613,49.97362979269364
68,50.05253974500718,50.02343597477761,50.0899236114235,49.96714659357994,49.97644688568249
69,50.05507742257763,50.01463183968852,50.08577632531651,49.94875478704405,49.972706600591806
70,50.0514054784691,50.01791673928737,50.082971673346975,49.94940240647491,49.96463259560384
71,50.052772210692694,50.02396591443899,50.0819480066936,49.96861370900349,49.970923700696304
72,50.06775161367854,50.02571047070206,50.1018375777558,49.96708737403834,49.95957894908612
73,50.08491457253842,50.037992914312696,50.10779828354079,49.96504652600876,49.95841305382374
74,50.09086371836549,50.04124018633631,50.11695868307289,49.966595738136185,49.956626814654605
75,50.0929982801128,50.039161209524316,50.10594426088278,49.96553329758766,49.95845642754012
76,50.09546971613939,50.039158833491825,50.1227760811807,49.97213072065681,49.9644230864741
77,50.08299707515371,50.02353841733097,50.106103142827,49.95811573971655,49.96115677352143
78,50.084641024687244,50.03093342957341,50.09758263467865,49.96576749711452,49.95553180231233
79,50.09360478264071,50.04280087501178,50.09261003185133,49.97377046945294,49.959883547356505
80,50.10738415014765,50.052590690137286,50.097711374092654,49.975149149118714,49.95230775137362
81,50.09920992443189,50.04413434671087,50.081699496450526,49.955750871657735,49.94998328204557
82,50.101205771329475,50.04460017609425,50.09975792196911,49.95148625674598,49.93398605310382
83,50.10773074113129,50.04710990632749,50.10588367645896,49.95410940295526,49.93961836252704
84,50.11187460510192,50.059350571274486,50.10787583268588,49.97185912988906,49.9450962715567
85,50.1116806906516,50.05741544148376,50.09969366378463,49.96247141739121,49.93739082818339
86,50.107280489421036,50.05162452971152,50.094398168431255,49.96104076791362,49.960047767234975
87,50.09834019185338,50.0402519488791,50.090746941339354,49.95908534462137,49.95824501111057
88,50.108210828272675,50.03377569885185,50.10067517869586,49.945546518731945,49.95524305590417
89,50.09909456053801,50.033391061916205,50.098031742920575,49.95609322251683,49.94525433573414
90,50.100805442173176,50.03405975938924,50.090098966112826,49.9497366131405,49.94705236015387
91,50.10657054657857,50.035114123424485,50.09636057247834,49.95119697770021,49.956643827866436
92,50.10996368420404,50.037480506513994,50.104561120328846,49.95714856112388,49.97340122727847
93,50.110843485539476,50.0378659162457,50.09658223097901,49.96607181031919,49.958198205404116
94,50.108618895366014,50.04022105465609,50.09636893951728,49.965191019003036,49.94892148877343
95,50.105720870317484,50.04283115744967,50.095972917576404,49.972492622202466,49.960855595890166
96,50.100606035602574,50.04487910031442,50.09058655984181,49.97662480466347,49.9505073432841
97,50.11335546391305,50.05173755736988,50.09411732276229,49.968452221889486,49.94595709644345
98,50.11430846452683,50.05562354711345,50.084406719738475,49.96766311896231,49.952537587516275
99,50.10152712945759,50.04899695963921,50.08349656566264,49.969115555811975,49.97453757722738
100,50.093398651582504,50.04693543392994,50.08615665537979,49.97630210428219,49.96402702182504
101,50.09726134365183,50.04624400561996,50.10370142691665,49.97567564355296,49.96794324360867
102,50.08541972737466,50.03346189374956,50.08692197109761,49.972178485495846,49.97275190213065
103,50.07608179849818,50.043087307346134,50.07935641431505,49.992693695629114,49.993943996332135
104,50.06883429704669,50.03916783894992,50.06722958220113,49.98997719633911,49.98123765853729
105,50.05964797102631,50.03921856648073,50.063974541834746,50.004626129792285,49.97506149147631
106,50.042461632023134,50.02784174956794,50.06231997222711,50.000568166384916,49.97658083937913
107,50.04708750615366,50.03785011818257,50.061467343738286,50.001570995938444,49.981305471109195
108,50.05258616204169,50.04442309971205,50.05970797095038,50.008274071980615,49.985718100550514
109,50.05453602061611,50.039642585582094,50.05707524113459,50.003875543320596,49.982352106899526
110,50.06628524736461,50.04869834074193,50.06697949925193,50.00878496036656,49.981599946375404
111,50.07011786109169,50.05982278811435,50.072746859263404,50.01371306263459,49.971981967296394
112,50.07311102966645,50.052569951695034,50.07697474410538,50.01307256573791,49.95706499636338
113,50.06505445053864,50.05103872000527,50.07179146927561,50.01464777551053,49.96573946567832
114,50.048960644683184,50.03912718838233,50.07143518038926,50.01560806157547,49.96758061296106
115,50.05608765974661,50.0446639385563,50.077711048393894,50.023658770030536,49.96985835316096
116,50.06371412315635,50.053766346729574,50.08141167426141,50.02032285628293,49.96366054945405
117,50.07953096620807,50.067306805413864,50.088976279517794,50.025896916271435,49.97082447083963
118,50.077502404318246,50.071145576942115,50.08399849576694,50.034810149548754,49.9466811453789
119,50.067378234504396,50.07474462934953,50.053642479774595,50.03509168297622,49.9391224271938
120,50.068554013702105,50.07372648872472,50.053668301129726,50.02570596735741,49.935458475225545
121,50.073448560570576,50.083452880167954,50.0434856049215,50.03428831792398,49.93350484170542
122,50.06037660420431,50.07495507393459,50.03613168071068,50.03816727281607,49.93710757559978
123,50.05158546207082,50.06218330319196,50.03692170721443,50.039187877636124,49.928295002828854
124,50.04153119581258,50.05374314835795,50.04084638705752,50.04573813886563,49.917656727377846
125,50.04683406706004,50.053002271171245,50.04713007896424,50.04536008099278,49.9286454416095
126,50.07773893877239,50.08216436516656,50.05607453365157,50.05909205057136,49.90789682685029
127,50.067039015019354,50.068717032479306,50.05062941641053,50.059858371170236,49.910418320574024
128,50.06152510170772,50.06105694384876,50.052897932792725,50.05119467131643,49.92302247002411
129,50.069871354274554,50.05713619936538,50.05457645662061,50.039126708952956,49.91636856017186
130,50.08294910920172,50.07343669915102,50.05875642875685,50.047113603033225,49.935322443327294
131,50.103999862993675,50.08331881346161,50.08834471693937,50.04872621551101,49.96243213216235
132,50.08280817244707,50.06397859176442,50.06136692463885,50.03721763268628,49.95943283644118
133,50.069225945068276,50.050099744548355,50.05555271503137,50.019981333158334,49.95727848306136
134,50.07251858776915,50.05225577675208,50.04781146166655,50.012098532573546,49.96750181207383
135,50.074411548174155,50.049524388469706,50.05228031763158,50.0049041202002,49.97875897723732
136,50.05854029741792,50.05297417827005,50.02409760585006,50.01832433206165,49.95731398119078
137,50.03914599052947,50.03012830729703,50.00777022479196,50.00119152173047,49.96380479926665
138,50.028089226569335,50.032727385119216,50.01099993543729,50.01810734650852,49.95727658995118
139,50.02729412358813,50.03713420680583,49.99356334864119,50.03282064407762,49.959864460622356
140,50.03662352867196,50.05310670433322,49.99117421108942,50.042485011464294,49.95350867276752
141,50.03538198079628,50.037467249543305,49.98912075299712,50.02068007826436,49.95213123288761
142,50.03870271834875,50.04179077584673,49.98126747446047,50.02413087191914,49.933226176200776
143,50.04099660114037,50.04544380266644,49.972136149825566,50.027482541514544,49.93196004056267
144,50.02237431341298,50.025041998587945,49.96919887321134,50.016849293305675,49.923207558439366
145,50.0155325695023,50.01269686181273,49.960395785395136,50.00748694764085,49.91444367457292
146,50.023776357828936,50.025452972202935,49.966950168112945,50.01283848633149,49.93574563872633
147,50.017483099860016,50.02006812689434,49.963157757780024,50.014467746944284,49.93744604882598
148,50.01494010117832,50.02106827013039,49.955092741911656,50.02636681973223,49.96241815577882
149,50.030441540831156,50.04505048912643,49.969222029602456,50.04900515978022,49.97455077085775
150,50.03102143311745,50.041602370893514,49.96171755224869,50.0345997889447,49.966423543428235
151,50.03394954925607,50.043492574520506,49.965693144314336,50.038347873975376,49.96929439230617
152,50.035667970755426,50.03919946173005,49.970511885584024,50.02372612658922,49.973844687765755
153,50.04290562516734,50.05292159641936,49.981352853597905,50.04012604549044,49.997170292374776
154,50.04322614238474,50.042633651497816,49.976368426747506,50.032742207137446,49.99276335107242
155,50.04282906514012,50.03753607833135,49.9735650348942,50.02427418871711,49.99662987130482
156,50.06027257332744,50.04516864193199,49.97925928659599,50.0264539116127,49.99981590771907
157,50.06611077389984,50.04768471573835,49.96740904405386,50.020669081314374,50.01080937445911
158,50.062879409509115,50.039125641036534,49.97196826793128,50.01207782913344,50.02956265264022
159,50.06662047279702,50.037563339896955,49.977943892685836,50.0055929750044,50.03080480718995
160,50.06516656786947,50.03739435471672,49.97621851187729,50.010518781642524,50.04137068087792
161,50.051221523726426,50.03307932849289,49.96110217725644,50.019876784842374,50.044441190821146
162,50.04724149395292,50.02786961791353,49.96459317291478,50.00668723001426,50.05878380873274
163,50.04149742402089,50.01952217921909,49.96830198194979,49.99899523436383,50.05599872465713
164,50.044212672625754,50.02412218645026,49.96348190834606,49.99954707082986,50.05509213974362
165,50.06265331613506,50.03487278398223,49.97504417783846,49.99711123233964,50.039123941875964
166,50.07867609829871,50.05397615848207,49.97525996457147,50.020007952427115,50.04593120305835
167,50.089732363355864,50.07336491934102,49.97814273124282,50.0404381204613,50.036630976287725
168,50.09975301494514,50.08464209142159,49.994111634146996,50.052302106690625,50.03709533309987
169,50.10565553890227,50.09435291492094,50.000068126153614,50.077523826952444,50.02912426027938
170,50.10992451785588,50.08628644538405,50.004251909398775,50.065861053117274,50.0108396529078
171,50.109541818156835,50.081902329075724,50.004148763396536,50.05827108812562,50.00874683865967
172,50.12551687720631,50.10192393609922,50.006546641778314,50.06529222075795,50.00723511524238
173,50.1106184100804,50.09024988210011,49.98650865673093,50.05774859571278,49.99706021487525
174,50.11241918554817,50.10167254587374,49.98934930815772,50.07201694646935,50.01153373643714
175,50.12970253326759,50.11837909218175,49.99875192457631,50.074644936136096,50.00981806927789
176,50.146878637117496,50.146917240927515,50.01950306180357,50.103125746453124,50.020024117609765
177,50.164427749901336,50.16655157246562,50.039166999111465,50.11600100814693,50.00644698519595
178,50.15806993506104,50.162009742095734,50.03463294834494,50.118975901096995,50.02050875296136
179,50.15338451969795,50.17084538267747,50.02422019578094,50.13069468837237,50.01443976456659
180,50.158374693380345,50.17875454038011,50.02489382171165,50.14523680339448,50.01881427410635
181,50.14366636457097,50.16396587215682,50.02312708730288,50.12408042650151,50.01206733719018
182,50.15330877690516,50.1610694491669,50.02432000652009,50.10604717325732,50.012925120232865
183,50.164241301066845,50.17278458989454,50.02825866361653,50.11739325598458,50.001360538328505
184,50.169685647311,50.17988630594882,50.02736169337104,50.1163177778704,49.99920808864075
185,50.18149098760553,50.18525585212073,50.050517340080226,50.11633418697616,50.00999895746286
186,50.18493071330959,50.20336036232795,50.04619532535661,50.13308409416035,50.02081123751742
187,50.17780824676809,50.192234243185624,50.03806467808203,50.12001282469993,50.02208709301248
188,50.182989436271356,50.205123770740066,50.04223257287234,50.14076143582605,50.02455423092361
189,50.20126206813193,50.2212702164722,50.058417521809254,50.15390850249577,50.03482603854097
190,50.20946060179144,50.22096518393912,50.06501783058216,50.15715031343504,50.0349270534391
191,50.22298356848004,50.22845507266706,50.06421655319129,50.16439056811934,50.03152594909689
192,50.22290812317274,50.23012036185039,50.06524139209272,50.162122437362065,50.048379624128934
193,50.22791157344167,50.23626455379917,50.06725249719231,50.16593950193492,50.05861099594598
194,50.22589287729427,50.23501297708895,50.08367900640104,50.184124966447406,50.05905770827655
195,50.214067262102745,50.2296532647333,50.083844345661376,50.18338400874252,50.06663613437064
196,50.203850768446905,50.22006197209425,50.07555392338096,50.18780839587821,50.074707141467165
197,50.20018546910352,50.22824055858177,50.07373251587856,50.19813972816783,50.0857374626361
198,50.21852602683969,50.24919251277514,50.078760289191,50.21243473781624,50.08782287678416
199,50.22515418419346,50.25637807622813,50.07684960701261,50.213007358904925,50.09319690844999
200,50.233745173608916,50.27280740329342,50.09817569425953,50.230408118245506,50.11296573424784
201,50.23504237484824,50.278409765579234,50.091681237866744,50.229877614720756,50.122836959841514
202,50.235731016504005,50.27371123916931,50.09849686237901,50.238702424420104,50.128405337938126
203,50.23396295949849,50.2801705447721,50.09746674999539,50.25573089435297,50.13042614181695
204,50.26070891744865,50.306534964340536,50.109212301041936,50.27210474032924,50.13069117153321
205,50.25843710991161,50.31029254920318,50.09737839525624,50.28024585925771,50.13536365244811
206,50.24276292030032,50.30467924342299,50.079466678133095,50.29260657545203,50.1259449201917
207,50.23822316041633,50.293838398301524,50.06989316121171,50.27870719241417,50.12194463191153
208,50.24727032007495,50.29620852502808,50.092339446826394,50.28119039158883,50.11902997800434
209,50.25523612566171,50.31436694248158,50.08089048213274,50.30060185404974,50.118743020671445
210,50.24413368275286,50.29963295565907,50.07005880644101,50.28476847704815,50.13161937530203
211,50.25939097847495,50.30314567031797,50.079003786413175,50.27218110213107,50.13984977786116
212,50.26696129722263,50.30722507732328,50.0923119114281,50.27572016958693,50.15140467034697
213,50.25683235640801,50.29592607036617,50.08415726545435,50.26628325070037,50.15249336307208
214,50.259165251355384,50.296323283432216,50.083870644950395,50.27106874729768,50.15622305668835
215,50.2660304902451,50.31341861792503,50.09444051312291,50.28010668893707,50.16952907388592
216,50.26375730208978,50.30645187260414,50.08409504478374,50.26725340413142,50.17334251244673
217,50.25315164689883,50.29435354986515,50.078410455546894,50.273554109075626,50.171673292685014
218,50.23491715207767,50.27045145284625,50.06399659626163,50.252066870417266,50.179286815743005
219,50.24610381046477,50.27554045169507,50.068059481223436,50.25494646858399,50.15588026246734
220,50.23898108845091,50.260543539063484,50.06441775962245,50.2430334378342,50.15387362873688
221,50.25005815160516,50.2665625829583,50.061097420835374,50.242785849061576,50.15378003475773
222,50.23624716956562,50.25167551213876,50.040099096202425,50.23431516732288,50.14601867535432
223,50.24504317133182,50.25085380393972,50.044983723501005,50.221569973677575,50.16463111232905
224,50.24752121917834,50.256690757438456,50.046140083310654,50.23079233420032,50.15968476770095
225,50.25688080708049,50.26390457978297,50.06607254659791,50.23324099682627,50.162515889472864
226,50.23580357165427,50.23529608564352,50.055138411153884,50.207234457826395,50.14559187356634
227,50.22877355795289,50.23272127614133,50.05609115653222,50.21594927953794,50.14705510333019
228,50.24159161577331,50.24628105511237,50.05943611443184,50.22018281112538,50.14167966291909
229,50.24623995796459,50.243164024903024,50.08043459831403,50.21980879861609,50.151804812578305
230,50.2378701078642,50.240418483413656,50.06379897590322,50.23244594282001,50.16042461723537
231,50.234286333782414,50.24640748391502,50.05605976603679,50.24982522461459,50.147159886237446
232,50.232569030175625,50.240909531936275,50.065328789162116,50.24630102675872,50.14674105852347
233,50.22574205343184,50.2249927565769,50.06085754491391,50.240917502615964,50.16088072925957
234,50.22437790622398,50.22539919259686,50.06792134517191,50.24363805175889,50.148238258559914
235,50.213880960925565,50.21942981739067,50.065661605124426,50.24238540280949,50.13655065701631
236,50.220148067281976,50.230384200581426,50.07602421862021,50.24634164176041,50.139934168389246
237,50.2100720362638,50.224326241317044,50.07797987880465,50.24194420632484,50.146884895089485
238,50.204831091752204,50.223695142027225,50.085456343013995,50.24227200597251,50.170768792021065
239,50.21178812176495,50.226104063786025,50.084713735009025,50.24585877752836,50.16475653155795
240,50.21528065046627,50.221439548277495,50.08674994220338,50.23843590642486,50.1713922745463
241,50.21560500226491,50.212916593122756,50.0806319921938,50.225179356137026,50.18630611443962
242,50.223312090044864,50.22811099056837,50.08377975044445,50.248895655083594,50.19417155168039
243,50.22650624174015,50.229815322708944,50.09335680148533,50.2465621399175,50.19993783024365
244,50.23201487142426,50.23292720456528,50.086382091595,50.245051846252984,50.219913235815135
245,50.23818902114561,50.24011267899797,50.09721926603544,50.246069848072004,50.19934437082668
246,50.25484632802363,50.246045516693016,50.10368434501486,50.2376149763994,50.194784556917334
247,50.2439950764391,50.2351152632121,50.11342791543991,50.23304346882979,50.197230524361224
248,50.239560532893975,50.222230434707505,50.12283715099849,50.21653174910672,50.19007766887608
249,50.24699106153899,50.22632830489651,50.13155467503249,50.22065731174287,50.209887946544335
250,50.23185248122985,50.21334314872371,50.13104624182767,50.22494250968315,50.206696148240646
251,50.23965189659712,50.21852285543609,50.136163559143,50.220226006007,50.208120414869924
252,50.23311772529575,50.20812660184505,50.13305479253051,50.208753417144365,50.20407386199919
253,50.22101589745851,50.20037606538822,50.124386417140705,50.210912799923484,50.22132725341184
254,50.21614558955555,50.19902124276862,50.125865590317815,50.20993448845657,50.22603420531132
255,50.216169936812065,50.196641440123535,50.12561691664053,50.211357781842516,50.223128012279815
256,50.212996802870826,50.186679951710076,50.123932363714786,50.2045304289821,50.23193753886343
257,50.19968044634122,50.177775665786285,50.099723526293936,50.19292989880317,50.22256091454727
258,50.19400251406988,50.17395999144352,50.09104405421321,50.19578808852751,50.21304416277748
259,50.179753533730455,50.16780721504166,50.0777455114897,50.199659384192955,50.21543694240466
260,50.161919557176255,50.14242527744013,50.06181583947947,50.17140047787253,50.23168737331065
261,50.161032413914455,50.13820414076095,50.070404699448154,50.162716922809615,50.24863627768368
262,50.16871613269151,50.1467141676696,50.08471700578605,50.175070239731895,50.269040896918604
263,50.182542141440905,50.159477399710255,50.09548170911526,50.187613207204556,50.26787931756508
264,50.18772405944419,50.16406878796835,50.09813444205312,50.173596763030524,50.25830143569495
265,50.179926527961875,50.154766836945036,50.080322984396055,50.16212895729993,50.27832535240422
266,50.17878126915493,50.1479884105597,50.07823154682912,50.160508010017004,50.289784418976936
267,50.180546758988996,50.14103813499962,50.05562379162208,50.14022346335375,50.29092773681486
268,50.169247252667354,50.13095348276231,50.045643263474574,50.13166260783552,50.280781919031
269,50.16877279505876,50.12805533138569,50.03615348922722,50.120540850796054,50.25633503144204
270,50.169471914754794,50.134783683810724,50.03731389170754,50.12424884370497,50.26755299527751
271,50.17719260530005,50.1481802783087,50.03631235007988,50.12665370652098,50.27279202255138
272,50.182803318059776,50.15900230747132,50.036893261899685,50.14093173987305,50.27072970233426
273,50.175420894137524,50.15554631571931,50.04079464781901,50.13633727806259,50.263117397253644
274,50.18561863782409,50.1709419694292,50.056864201477666,50.158283643807785,50.26998427206738
275,50.16701598727394,50.152661241080494,50.07185868835552,50.150333825668554,50.27499703632339
276,50.18263155311025,50.17123074190007,50.07829102503208,50.16800976878471,50.272313452993004
277,50.17545553724222,50.15773927800552,50.08397615519518,50.1585805660357,50.27106130295945
278,50.17257463271006,50.1586851100885,50.07792351819947,50.160538165690596,50.277995332324295
279,50.18715844574132,50.17115215510448,50.0964903463513,50.17360166539055,50.27410718731506
280,50.20645431007035,50.186904777044674,50.117641360931955,50.18392460377055,50.266517339113975
281,50.20007279121451,50.187678016073775,50.11747640519691,50.191904033021515,50.27630226793296
282,50.204352582671426,50.18503198854316,50.108963291418405,50.18009638377077,50.30188267309588
283,50.22397232419453,50.19681387717359,50.12322179578785,50.17611698980984,50.30157060239883
284,50.200933110240655,50.18851769529233,50.10993701379493,50.177858475488556,50.30986027015825
285,50.190026714137446,50.17846151949313,50.113901881849145,50.176449985574585,50.31351473766143
286,50.19500148005159,50.182039523999606,50.128198450028904,50.17837717301108,50.33964634392273
287,50.19876724133571,50.18951138150296,50.1280080565232,50.18752060779714,50.34890256454664
288,50.20595385273229,50.190242471058966,50.12307386339606,50.17845661785315,50.366627420882175
289,50.20993457726319,50.18905921626684,50.126126059932005,50.17534743613907,50.37511225899844
290,50.21715248962587,50.18735707298139,50.1287248876909,50.15967827270345,50.38126049159518
291,50.19921373833708,50.17507400997854,50.125098747818924,50.16289031626768,50.39958648981247
292,50.227670587248355,50.20149954880399,50.14677621001484,50.17647699269076,50.40310507138195
293,50.225426824767844,50.20192377500975,50.15030348258007,50.192006610676216,50.39711489903873
294,50.2250835303685,50.19095783431519,50.13898778989197,50.17384209336215,50.41139396210943
295,50.2226326713397,50.184566010839156,50.12610552060116,50.165620291287176,50.40727448954039
296,50.244024062174255,50.2051063700286,50.1590122205407,50.18143833607123,50.3938739057404
297,50.25500175717287,50.22025924205559,50.15989020758173,50.199849755188374,50.36794939706817
298,50.243995577662496,50.215510711013955,50.155419551147446,50.19151088813938,50.37170899811747
299,50.245535373922266,50.216954174531075,50.15253163183133,50.19267382078879,50.36901771122488
300,50.24327220643106,50.218619707535154,50.151146345325856,50.19143433795507,50.38241027636927
301,50.25114281329224,50.2191967083993,50.15990819995568,50.196032803578504,50.397070952265004
302,50.25692801927674,50.224396480612455,50.1776772383418,50.19891390543074,50.40207752476489
303,50.26093905430119,50.23153592562999,50.1822298944866,50.20793292542059,50.41215108835662
304,50.25480228528644,50.230442954593265,50.182439143953076,50.20541790911907,50.4261247969897
305,50.25625975790305,50.237154691920864,50.18343832241528,50.22622352246381,50.43283473166349
306,50.27655900994875,50.250013717722936,50.18835598728843,50.22551595457908,50.435035824423736
307,50.277038213302106,50.25229715064498,50.175240730830495,50.228278504729545,50.43617528129602
308,50.275509750473795,50.24876843838609,50.166594298769,50.22514892255478,50.42700429088324
309,50.27679637953561,50.25771691449344,50.154250591653934,50.23832993015416,50.432990012828824
310,50.26862964976147,50.25464073154485,50.151825110325845,50.23265571808433,50.43286323050282
311,50.26806052981902,50.246350643694605,50.16142696935298,50.22528222972504,50.42614188665694
312,50.266447426013755,50.2539642933961,50.15797732073193,50.24219988695473,50.42491386511463
313,50.25788020277293,50.263007615625575,50.14515427254851,50.2690219845669,50.43010658853923
314,50.245814914853284,50.24837419899699,50.1290094588716,50.25696280240427,50.425800845935285
315,50.251133976955906,50.25320608362764,50.133084920606606,50.2508281813635,50.432378522519265
316,50.23359316091833,50.23643835799398,50.130263296078525,50.238575372397804,50.422425716147345
317,50.23209961671769,50.22911155469062,50.12443479108195,50.2265450970388,50.42213567299954
318,50.22848296957075,50.216517306227,50.12729132379893,50.20316292413141,50.40228249534112
319,50.21403272890918,50.20130711006583,50.134756393438664,50.19841659739412,50.40230889017984
320,50.20724870465051,50.201347817657066,50.1276183211596,50.1991068601109,50.40435351105567
321,50.21759391492835,50.216159349498085,50.1282304665221,50.21335889102795,50.39982821176389
322,50.213897359565664,50.21146629958194,50.12442692133061,50.20409731915891,50.3943836123464
323,50.21383994244659,50.20624319146289,50.11580051050275,50.19740502649622,50.4186052821335
324,50.216877995451576,50.208638341576204,50.11722214687429,50.1979238845274,50.41803976747807
325,50.21332572864227,50.20354112730654,50.107412054139225,50.187847388627645,50.419465816398954
326,50.21011976947217,50.19542983037301,50.10073191035986,50.18597656335891,50.41315725240015
327,50.20734660995756,50.19693480891759,50.093086511153544,50.19507876194768,50.40293003426475
328,50.21280678122736,50.20697164090667,50.100415839282114,50.201681455254615,50.406483149068855
329,50.2272835076399,50.21910690216645,50.11312777445824,50.21021598388173,50.39361451661654
330,50.22749675284872,50.22847420814508,50.10996654840585,50.22032424230888,50.39910235460657
331,50.23127530733686,50.23677982397364,50.11405921052392,50.22618363562145,50.39136858032333
